Country Name,Country Code,Indicator Name,Indicator Code,2000,2005,2010,2015
"Congo, Rep.",COG,"Population of the official age for upper secondary education, female (number)",SP.SEC.UTOT.FE.IN,98449.0,106514.0,118509.0,134847.0
"Congo, Rep.",COG,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,4.0,4.0,4.0,4.0
"Congo, Rep.",COG,Theoretical duration of pre-primary education (years),UIS.THDUR.0,3.0,3.0,3.0,3.0
Costa Rica,CRI,Internet users (per 100 people),IT.NET.USER.P2,5.800253023,22.07,36.5,59.76295014
Costa Rica,CRI,Official entrance age to pre-primary education (years),UIS.THAGE.0,4.0,4.0,4.0,4.0
Costa Rica,CRI,Official entrance age to upper secondary education (years),UIS.THAGE.3.A.GPV,15.0,15.0,15.0,15.0
Costa Rica,CRI,"Population of the official age for lower secondary education, both sexes (number)",SP.SEC.LTOT.IN,242519.0,246397.0,241331.0,218929.0
Costa Rica,CRI,"Population of the official age for lower secondary education, female (number)",SP.SEC.LTOT.FE.IN,118811.0,120612.0,118022.0,106997.0
Costa Rica,CRI,"Population of the official age for pre-primary education, both sexes (number)",SP.PRE.TOTL.IN,160575.0,152329.0,140320.0,215485.0
Costa Rica,CRI,"Population of the official age for pre-primary education, female (number)",SP.PRE.TOTL.FE.IN,78491.0,74429.0,68541.0,105230.0
Costa Rica,CRI,"Population of the official age for primary education, both sexes (number)",SP.PRM.TOTL.IN,489714.0,479846.0,444987.0,431121.0
Costa Rica,CRI,"Population of the official age for secondary education, both sexes (number)",SP.SEC.TOTL.IN,399633.0,411603.0,404839.0,373928.0
Costa Rica,CRI,"Population of the official age for secondary education, male (number)",SP.SEC.TOTL.MA.IN,203788.0,210052.0,206796.0,191139.0
Costa Rica,CRI,"Population of the official age for the last grade of primary education, both sexes (number)",SP.PRM.GRAD.TO,81845.0,81455.0,78164.0,71203.0
Costa Rica,CRI,"Population of the official age for upper secondary education, both sexes (number)",SP.SEC.UTOT.IN,157114.0,165206.0,163508.0,154999.0
Costa Rica,CRI,"Population of the official age for upper secondary education, female (number)",SP.SEC.UTOT.FE.IN,77034.0,80939.0,80021.0,75792.0
Costa Rica,CRI,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3.0,3.0,3.0,3.0
Costa Rica,CRI,Theoretical duration of pre-primary education (years),UIS.THDUR.0,2.0,2.0,2.0,3.0
Cote d'Ivoire,CIV,Internet users (per 100 people),IT.NET.USER.P2,0.231461671,1.039238205,2.7,21.88520842
Cote d'Ivoire,CIV,Official entrance age to pre-primary education (years),UIS.THAGE.0,3.0,3.0,3.0,3.0
Cote d'Ivoire,CIV,Official entrance age to upper secondary education (years),UIS.THAGE.3.A.GPV,16.0,16.0,16.0,16.0
Cote d'Ivoire,CIV,"Population of the official age for lower secondary education, both sexes (number)",SP.SEC.LTOT.IN,1483082.0,1653098.0,1903574.0,2148982.0
Cote d'Ivoire,CIV,"Population of the official age for lower secondary education, female (number)",SP.SEC.LTOT.FE.IN,738893.0,820706.0,944349.0,1066279.0
Cote d'Ivoire,CIV,"Population of the official age for pre-primary education, both sexes (number)",SP.PRE.TOTL.IN,1543244.0,1732628.0,1851674.0,2013247.0
Cote d'Ivoire,CIV,"Population of the official age for pre-primary education, female (number)",SP.PRE.TOTL.FE.IN,768301.0,863273.0,921861.0,1001276.0
Cote d'Ivoire,CIV,"Population of the official age for primary education, both sexes (number)",SP.PRM.TOTL.IN,2615951.0,2976879.0,3326866.0,3599696.0
Cote d'Ivoire,CIV,"Population of the official age for secondary education, both sexes (number)",SP.SEC.TOTL.IN,2491796.0,2751518.0,3153606.0,3618487.0
Cote d'Ivoire,CIV,"Population of the official age for secondary education, male (number)",SP.SEC.TOTL.MA.IN,1250586.0,1384846.0,1589645.0,1823630.0
Cote d'Ivoire,CIV,"Population of the official age for the last grade of primary education, both sexes (number)",SP.PRM.GRAD.TO,399003.0,450899.0,518999.0,567187.0
Cote d'Ivoire,CIV,"Population of the official age for upper secondary education, both sexes (number)",SP.SEC.UTOT.IN,1008714.0,1098420.0,1250032.0,1469505.0
Cote d'Ivoire,CIV,"Population of the official age for upper secondary education, female (number)",SP.SEC.UTOT.FE.IN,502317.0,545966.0,619612.0,728578.0
Cote d'Ivoire,CIV,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,4.0,4.0,4.0,4.0
Cote d'Ivoire,CIV,Theoretical duration of pre-primary education (years),UIS.THDUR.0,3.0,3.0,3.0,3.0
Croatia,HRV,Internet users (per 100 people),IT.NET.USER.P2,6.644882544,33.14,56.55,69.8031
Croatia,HRV,Official entrance age to pre-primary education (years),UIS.THAGE.0,3.0,3.0,3.0,3.0
Croatia,HRV,Official entrance age to upper secondary education (years),UIS.THAGE.3.A.GPV,15.0,15.0,15.0,15.0
Croatia,HRV,"Population of the official age for lower secondary education, both sexes (number)",SP.SEC.LTOT.IN,235331.0,199479.0,195218.0,171416.0
Croatia,HRV,"Population of the official age for lower secondary education, female (number)",SP.SEC.LTOT.FE.IN,114989.0,97385.0,95086.0,83366.0
Croatia,HRV,"Population of the official age for pre-primary education, both sexes (number)",SP.PRE.TOTL.IN,186319.0,191573.0,160782.0,176279.0
Croatia,HRV,"Population of the official age for pre-primary education, female (number)",SP.PRE.TOTL.FE.IN,90749.0,93195.0,78143.0,85660.0
Croatia,HRV,"Population of the official age for primary education, both sexes (number)",SP.PRM.TOTL.IN,209457.0,189949.0,182424.0,165729.0
Croatia,HRV,"Population of the official age for secondary education, both sexes (number)",SP.SEC.TOTL.IN,479854.0,429563.0,385761.0,366746.0
Croatia,HRV,"Population of the official age for secondary education, male (number)",SP.SEC.TOTL.MA.IN,245285.0,219608.0,197568.0,188277.0
Croatia,HRV,"Population of the official age for the last grade of primary education, both sexes (number)",SP.PRM.GRAD.TO,55483.0,46719.0,48456.0,40240.0
Croatia,HRV,"Population of the official age for upper secondary education, both sexes (number)",SP.SEC.UTOT.IN,244523.0,230084.0,190543.0,195330.0
Croatia,HRV,"Population of the official age for upper secondary education, female (number)",SP.SEC.UTOT.FE.IN,119580.0,112570.0,93107.0,95103.0
Croatia,HRV,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,4.0,4.0,4.0,4.0
Croatia,HRV,Theoretical duration of pre-primary education (years),UIS.THDUR.0,4.0,4.0,4.0,4.0
Cuba,CUB,Internet users (per 100 people),IT.NET.USER.P2,0.541182549,9.738062208,15.9,37.30509742
Cuba,CUB,Official entrance age to pre-primary education (years),UIS.THAGE.0,3.0,3.0,3.0,3.0
Cuba,CUB,Official entrance age to upper secondary education (years),UIS.THAGE.3.A.GPV,15.0,15.0,15.0,15.0
Cuba,CUB,"Population of the official age for lower secondary education, both sexes (number)",SP.SEC.LTOT.IN,502450.0,490876.0,434510.0,404359.0
Cuba,CUB,"Population of the official age for lower secondary education, female (number)",SP.SEC.LTOT.FE.IN,246242.0,237662.0,209017.0,195065.0
Cuba,CUB,"Population of the official age for pre-primary education, both sexes (number)",SP.PRE.TOTL.IN,457085.0,435564.0,391658.0,360318.0
Cuba,CUB,"Population of the official age for pre-primary education, female (number)",SP.PRE.TOTL.FE.IN,222241.0,212505.0,190164.0,175120.0
Cuba,CUB,"Population of the official age for primary education, both sexes (number)",SP.PRM.TOTL.IN,1031997.0,905315.0,832530.0,764455.0
Cuba,CUB,"Population of the official age for secondary education, both sexes (number)",SP.SEC.TOTL.IN,947051.0,1011933.0,880303.0,821769.0
Cuba,CUB,"Population of the official age for secondary education, male (number)",SP.SEC.TOTL.MA.IN,481714.0,520169.0,457340.0,425870.0
Cuba,CUB,"Population of the official age for the last grade of primary education, both sexes (number)",SP.PRM.GRAD.TO,179465.0,154226.0,142575.0,131882.0
Cuba,CUB,"Population of the official age for upper secondary education, both sexes (number)",SP.SEC.UTOT.IN,444601.0,521057.0,445793.0,417410.0
Cuba,CUB,"Population of the official age for upper secondary education, female (number)",SP.SEC.UTOT.FE.IN,219095.0,254102.0,213946.0,200834.0
Cuba,CUB,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3.0,3.0,3.0,3.0
Cuba,CUB,Theoretical duration of pre-primary education (years),UIS.THDUR.0,3.0,3.0,3.0,3.0
Curacao,CUW,Internet users (per 100 people),IT.NET.USER.P2,,,,
Curacao,CUW,Official entrance age to pre-primary education (years),UIS.THAGE.0,4.0,4.0,4.0,4.0
Curacao,CUW,Official entrance age to upper secondary education (years),UIS.THAGE.3.A.GPV,14.0,14.0,14.0,14.0
Curacao,CUW,"Population of the official age for lower secondary education, both sexes (number)",SP.SEC.LTOT.IN,,,,4044.0
Curacao,CUW,"Population of the official age for lower secondary education, female (number)",SP.SEC.LTOT.FE.IN,,,,1995.0
Curacao,CUW,"Population of the official age for pre-primary education, both sexes (number)",SP.PRE.TOTL.IN,,,,3675.0
Curacao,CUW,"Population of the official age for pre-primary education, female (number)",SP.PRE.TOTL.FE.IN,,,,1810.0
Curacao,CUW,"Population of the official age for primary education, both sexes (number)",SP.PRM.TOTL.IN,,,,11525.0
Curacao,CUW,"Population of the official age for secondary education, both sexes (number)",SP.SEC.TOTL.IN,,,,12137.0
Curacao,CUW,"Population of the official age for secondary education, male (number)",SP.SEC.TOTL.MA.IN,,,,6040.0
Curacao,CUW,"Population of the official age for the last grade of primary education, both sexes (number)",SP.PRM.GRAD.TO,,,,2014.0
Curacao,CUW,"Population of the official age for upper secondary education, both sexes (number)",SP.SEC.UTOT.IN,,,,8093.0
Curacao,CUW,"Population of the official age for upper secondary education, female (number)",SP.SEC.UTOT.FE.IN,,,,4102.0
Curacao,CUW,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,2.0,2.0,2.0,2.0
Curacao,CUW,Theoretical duration of pre-primary education (years),UIS.THDUR.0,2.0,2.0,2.0,2.0
Cyprus,CYP,Internet users (per 100 people),IT.NET.USER.P2,15.25539437,32.81,52.99,71.7159
Cyprus,CYP,Official entrance age to pre-primary education (years),UIS.THAGE.0,3.0,3.0,3.0,3.0
Cyprus,CYP,Official entrance age to upper secondary education (years),UIS.THAGE.3.A.GPV,15.0,15.0,15.0,15.0
Cyprus,CYP,"Population of the official age for lower secondary education, both sexes (number)",SP.SEC.LTOT.IN,33400.0,33380.0,32104.0,27252.0
Cyprus,CYP,"Population of the official age for lower secondary education, female (number)",SP.SEC.LTOT.FE.IN,16236.0,16251.0,15636.0,13235.0
Cyprus,CYP,"Population of the official age for pre-primary education, both sexes (number)",SP.PRE.TOTL.IN,30375.0,25481.0,26634.0,29349.0
Cyprus,CYP,"Population of the official age for pre-primary education, female (number)",SP.PRE.TOTL.FE.IN,14708.0,12525.0,12928.0,14443.0
Cyprus,CYP,"Population of the official age for primary education, both sexes (number)",SP.PRM.TOTL.IN,66113.0,60726.0,53930.0,54152.0
Cyprus,CYP,"Population of the official age for secondary education, both sexes (number)",SP.SEC.TOTL.IN,68197.0,66595.0,69621.0,57288.0
Cyprus,CYP,"Population of the official age for secondary education, male (number)",SP.SEC.TOTL.MA.IN,34905.0,34149.0,35609.0,29190.0
Cyprus,CYP,"Population of the official age for the last grade of primary education, both sexes (number)",SP.PRM.GRAD.TO,11066.0,11003.0,9656.0,8771.0
Cyprus,CYP,"Population of the official age for upper secondary education, both sexes (number)",SP.SEC.UTOT.IN,34797.0,33215.0,37517.0,30036.0
Cyprus,CYP,"Population of the official age for upper secondary education, female (number)",SP.SEC.UTOT.FE.IN,17056.0,16195.0,18376.0,14863.0
Cyprus,CYP,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3.0,3.0,3.0,3.0
Cyprus,CYP,Theoretical duration of pre-primary education (years),UIS.THDUR.0,3.0,3.0,3.0,3.0
Czech Republic,CZE,Internet users (per 100 people),IT.NET.USER.P2,9.780527888,35.27,68.82,75.6688387
Czech Republic,CZE,Official entrance age to pre-primary education (years),UIS.THAGE.0,3.0,3.0,3.0,3.0
Czech Republic,CZE,Official entrance age to upper secondary education (years),UIS.THAGE.3.A.GPV,15.0,15.0,15.0,15.0
Czech Republic,CZE,"Population of the official age for lower secondary education, both sexes (number)",SP.SEC.LTOT.IN,522878.0,496558.0,386461.0,365081.0
Czech Republic,CZE,"Population of the official age for lower secondary education, female (number)",SP.SEC.LTOT.FE.IN,254711.0,241883.0,188031.0,177648.0
Czech Republic,CZE,"Population of the official age for pre-primary education, both sexes (number)",SP.PRE.TOTL.IN,330188.0,247204.0,309109.0,350968.0
Czech Republic,CZE,"Population of the official age for pre-primary education, female (number)",SP.PRE.TOTL.FE.IN,160655.0,120234.0,150446.0,170763.0
Czech Republic,CZE,"Population of the official age for primary education, both sexes (number)",SP.PRM.TOTL.IN,623248.0,505820.0,445539.0,536289.0
Czech Republic,CZE,"Population of the official age for secondary education, both sexes (number)",SP.SEC.TOTL.IN,1082643.0,1017968.0,882481.0,729845.0
Czech Republic,CZE,"Population of the official age for secondary education, male (number)",SP.SEC.TOTL.MA.IN,554795.0,521832.0,452805.0,374724.0
Czech Republic,CZE,"Population of the official age for the last grade of primary education, both sexes (number)",SP.PRM.GRAD.TO,128861.0,114975.0,85373.0,99038.0
Czech Republic,CZE,"Population of the official age for upper secondary education, both sexes (number)",SP.SEC.UTOT.IN,559765.0,521410.0,496020.0,364764.0
Czech Republic,CZE,"Population of the official age for upper secondary education, female (number)",SP.SEC.UTOT.FE.IN,273137.0,254253.0,241645.0,177473.0
Czech Republic,CZE,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,4.0,4.0,4.0,4.0
Czech Republic,CZE,Theoretical duration of pre-primary education (years),UIS.THDUR.0,3.0,3.0,3.0,3.0
Denmark,DNK,Internet users (per 100 people),IT.NET.USER.P2,39.17243086,82.74,88.72,96.3305
Denmark,DNK,Official entrance age to pre-primary education (years),UIS.THAGE.0,3.0,3.0,3.0,3.0
Denmark,DNK,Official entrance age to upper secondary education (years),UIS.THAGE.3.A.GPV,16.0,16.0,16.0,16.0
Denmark,DNK,"Population of the official age for lower secondary education, both sexes (number)",SP.SEC.LTOT.IN,167274.0,194797.0,211255.0,205778.0
Denmark,DNK,"Population of the official age for lower secondary education, female (number)",SP.SEC.LTOT.FE.IN,81809.0,94520.0,102891.0,100308.0
Denmark,DNK,"Population of the official age for pre-primary education, both sexes (number)",SP.PRE.TOTL.IN,280079.0,267765.0,259948.0,195599.0
Denmark,DNK,"Population of the official age for pre-primary education, female (number)",SP.PRE.TOTL.FE.IN,136584.0,130496.0,127226.0,95027.0
Denmark,DNK,"Population of the official age for primary education, both sexes (number)",SP.PRM.TOTL.IN,378565.0,419080.0,404943.0,461539.0
Denmark,DNK,"Population of the official age for secondary education, both sexes (number)",SP.SEC.TOTL.IN,335407.0,374415.0,421684.0,422904.0
Denmark,DNK,"Population of the official age for secondary education, male (number)",SP.SEC.TOTL.MA.IN,170846.0,192608.0,216253.0,216880.0
Denmark,DNK,"Population of the official age for the last grade of primary education, both sexes (number)",SP.PRM.GRAD.TO,58565.0,68916.0,69161.0,66046.0
Denmark,DNK,"Population of the official age for upper secondary education, both sexes (number)",SP.SEC.UTOT.IN,168133.0,179618.0,210429.0,217126.0
Denmark,DNK,"Population of the official age for upper secondary education, female (number)",SP.SEC.UTOT.FE.IN,82752.0,87287.0,102540.0,105716.0
Denmark,DNK,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3.0,3.0,3.0,3.0
Denmark,DNK,Theoretical duration of pre-primary education (years),UIS.THDUR.0,4.0,4.0,4.0,3.0
Djibouti,DJI,Internet users (per 100 people),IT.NET.USER.P2,0.194500528,0.953611449,6.5,11.92243143
Djibouti,DJI,Official entrance age to pre-primary education (years),UIS.THAGE.0,4.0,4.0,4.0,4.0
Djibouti,DJI,Official entrance age to upper secondary education (years),UIS.THAGE.3.A.GPV,16.0,16.0,15.0,15.0
Djibouti,DJI,"Population of the official age for lower secondary education, both sexes (number)",SP.SEC.LTOT.IN,69133.0,78897.0,74067.0,73193.0
Djibouti,DJI,"Population of the official age for lower secondary education, female (number)",SP.SEC.LTOT.FE.IN,34219.0,39004.0,36585.0,36137.0
Djibouti,DJI,"Population of the official age for pre-primary education, both sexes (number)",SP.PRE.TOTL.IN,40621.0,38417.0,38788.0,39158.0
Djibouti,DJI,"Population of the official age for pre-primary education, female (number)",SP.PRE.TOTL.FE.IN,20047.0,18952.0,19132.0,19322.0
Djibouti,DJI,"Population of the official age for primary education, both sexes (number)",SP.PRM.TOTL.IN,122707.0,116597.0,93012.0,94985.0
Djibouti,DJI,"Population of the official age for secondary education, both sexes (number)",SP.SEC.TOTL.IN,112481.0,134069.0,131170.0,126374.0
Djibouti,DJI,"Population of the official age for secondary education, male (number)",SP.SEC.TOTL.MA.IN,56764.0,67756.0,66357.0,63982.0
Djibouti,DJI,"Population of the official age for the last grade of primary education, both sexes (number)",SP.PRM.GRAD.TO,19943.0,19718.0,18297.0,18737.0
Djibouti,DJI,"Population of the official age for upper secondary education, both sexes (number)",SP.SEC.UTOT.IN,43348.0,55172.0,57103.0,53181.0
Djibouti,DJI,"Population of the official age for upper secondary education, female (number)",SP.SEC.UTOT.FE.IN,21498.0,27309.0,28228.0,26255.0
Djibouti,DJI,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,4.0,4.0,4.0,4.0
Djibouti,DJI,Theoretical duration of pre-primary education (years),UIS.THDUR.0,2.0,2.0,2.0,2.0
Dominica,DMA,Internet users (per 100 people),IT.NET.USER.P2,8.814844198,38.54364326,47.45,65.0
Dominica,DMA,Official entrance age to pre-primary education (years),UIS.THAGE.0,3.0,3.0,3.0,3.0
Dominica,DMA,Official entrance age to upper secondary education (years),UIS.THAGE.3.A.GPV,15.0,15.0,15.0,15.0
Dominica,DMA,"Population of the official age for lower secondary education, both sexes (number)",SP.SEC.LTOT.IN,4102.0,4320.0,4041.0,3145.0
Dominica,DMA,"Population of the official age for lower secondary education, female (number)",SP.SEC.LTOT.FE.IN,2015.0,2071.0,1972.0,1554.0
Dominica,DMA,"Population of the official age for pre-primary education, both sexes (number)",SP.PRE.TOTL.IN,2919.0,2184.0,1803.0,1948.0
Dominica,DMA,"Population of the official age for pre-primary education, female (number)",SP.PRE.TOTL.FE.IN,1424.0,1092.0,883.0,959.0
Dominica,DMA,"Population of the official age for primary education, both sexes (number)",SP.PRM.TOTL.IN,9780.0,9498.0,7479.0,6495.0
Dominica,DMA,"Population of the official age for secondary education, both sexes (number)",SP.SEC.TOTL.IN,7031.0,6964.0,6980.0,5534.0
Dominica,DMA,"Population of the official age for secondary education, male (number)",SP.SEC.TOTL.MA.IN,3529.0,3618.0,3601.0,2794.0
Dominica,DMA,"Population of the official age for the last grade of primary education, both sexes (number)",SP.PRM.GRAD.TO,1297.0,1494.0,1235.0,945.0
Dominica,DMA,"Population of the official age for upper secondary education, both sexes (number)",SP.SEC.UTOT.IN,2929.0,2644.0,2939.0,2389.0
Dominica,DMA,"Population of the official age for upper secondary education, female (number)",SP.SEC.UTOT.FE.IN,1487.0,1275.0,1407.0,1186.0
Dominica,DMA,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3.0,3.0,3.0,3.0
Dominica,DMA,Theoretical duration of pre-primary education (years),UIS.THDUR.0,2.0,2.0,2.0,2.0
Dominican Republic,DOM,Internet users (per 100 people),IT.NET.USER.P2,3.704692356,11.48319778,31.4,54.21576634
Dominican Republic,DOM,Official entrance age to pre-primary education (years),UIS.THAGE.0,3.0,3.0,3.0,3.0
Dominican Republic,DOM,Official entrance age to upper secondary education (years),UIS.THAGE.3.A.GPV,14.0,14.0,14.0,14.0
Dominican Republic,DOM,"Population of the official age for lower secondary education, both sexes (number)",SP.SEC.LTOT.IN,379496.0,398095.0,397903.0,408417.0
Dominican Republic,DOM,"Population of the official age for lower secondary education, female (number)",SP.SEC.LTOT.FE.IN,187943.0,196265.0,196053.0,201177.0
Dominican Republic,DOM,"Population of the official age for pre-primary education, both sexes (number)",SP.PRE.TOTL.IN,618097.0,612036.0,638763.0,638583.0
Dominican Republic,DOM,"Population of the official age for pre-primary education, female (number)",SP.PRE.TOTL.FE.IN,303131.0,300413.0,313203.0,312895.0
Dominican Republic,DOM,"Population of the official age for primary education, both sexes (number)",SP.PRM.TOTL.IN,1194690.0,1217009.0,1226477.0,1263041.0
Dominican Republic,DOM,"Population of the official age for secondary education, both sexes (number)",SP.SEC.TOTL.IN,1107024.0,1159011.0,1189925.0,1194403.0
Dominican Republic,DOM,"Population of the official age for secondary education, male (number)",SP.SEC.TOTL.MA.IN,556454.0,585424.0,602701.0,604844.0
Dominican Republic,DOM,"Population of the official age for the last grade of primary education, both sexes (number)",SP.PRM.GRAD.TO,193130.0,202375.0,199334.0,207734.0
Dominican Republic,DOM,"Population of the official age for upper secondary education, both sexes (number)",SP.SEC.UTOT.IN,727528.0,760916.0,792022.0,785986.0
Dominican Republic,DOM,"Population of the official age for upper secondary education, female (number)",SP.SEC.UTOT.FE.IN,362627.0,377322.0,391171.0,388382.0
Dominican Republic,DOM,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,2.0,2.0,2.0,2.0
Dominican Republic,DOM,Theoretical duration of pre-primary education (years),UIS.THDUR.0,3.0,3.0,3.0,3.0
Ecuador,ECU,Internet users (per 100 people),IT.NET.USER.P2,1.462188536,5.994255161,29.03,48.94043379
Ecuador,ECU,Official entrance age to pre-primary education (years),UIS.THAGE.0,5.0,5.0,5.0,5.0
Ecuador,ECU,Official entrance age to upper secondary education (years),UIS.THAGE.3.A.GPV,15.0,15.0,15.0,15.0
Ecuador,ECU,"Population of the official age for lower secondary education, both sexes (number)",SP.SEC.LTOT.IN,815205.0,864555.0,895791.0,901139.0
Ecuador,ECU,"Population of the official age for lower secondary education, female (number)",SP.SEC.LTOT.FE.IN,401079.0,424852.0,439884.0,442022.0
Ecuador,ECU,"Population of the official age for pre-primary education, both sexes (number)",SP.PRE.TOTL.IN,296516.0,303660.0,302518.0,957146.0
Ecuador,ECU,"Population of the official age for pre-primary education, female (number)",SP.PRE.TOTL.FE.IN,145520.0,148933.0,148128.0,467685.0
Ecuador,ECU,"Population of the official age for primary education, both sexes (number)",SP.PRM.TOTL.IN,1729531.0,1787916.0,1811999.0,1839645.0
Ecuador,ECU,"Population of the official age for secondary education, both sexes (number)",SP.SEC.TOTL.IN,1585642.0,1702002.0,1770420.0,1803359.0
Ecuador,ECU,"Population of the official age for secondary education, male (number)",SP.SEC.TOTL.MA.IN,804949.0,865058.0,900595.0,918109.0
Ecuador,ECU,"Population of the official age for the last grade of primary education, both sexes (number)",SP.PRM.GRAD.TO,280989.0,292789.0,302057.0,300186.0
Ecuador,ECU,"Population of the official age for upper secondary education, both sexes (number)",SP.SEC.UTOT.IN,770437.0,837447.0,874629.0,902220.0
Ecuador,ECU,"Population of the official age for upper secondary education, female (number)",SP.SEC.UTOT.FE.IN,379614.0,412092.0,429941.0,443228.0
Ecuador,ECU,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3.0,3.0,3.0,3.0
Ecuador,ECU,Theoretical duration of pre-primary education (years),UIS.THDUR.0,1.0,1.0,1.0,3.0
"Egypt, Arab Rep.",EGY,Internet users (per 100 people),IT.NET.USER.P2,0.641265038,12.75,21.6,37.81938343
"Egypt, Arab Rep.",EGY,Official entrance age to pre-primary education (years),UIS.THAGE.0,4.0,4.0,4.0,4.0
"Egypt, Arab Rep.",EGY,Official entrance age to upper secondary education (years),UIS.THAGE.3.A.GPV,14.0,15.0,15.0,15.0
"Egypt, Arab Rep.",EGY,"Population of the official age for lower secondary education, both sexes (number)",SP.SEC.LTOT.IN,5197135.0,5052182.0,4722725.0,4969702.0
"Egypt, Arab Rep.",EGY,"Population of the official age for lower secondary education, female (number)",SP.SEC.LTOT.FE.IN,2531605.0,2461304.0,2301012.0,2414892.0
"Egypt, Arab Rep.",EGY,"Population of the official age for pre-primary education, both sexes (number)",SP.PRE.TOTL.IN,3167837.0,3208493.0,3612941.0,3998128.0
"Egypt, Arab Rep.",EGY,"Population of the official age for pre-primary education, female (number)",SP.PRE.TOTL.FE.IN,1541974.0,1559988.0,1750663.0,1938685.0
"Egypt, Arab Rep.",EGY,"Population of the official age for primary education, both sexes (number)",SP.PRM.TOTL.IN,8501330.0,9534540.0,9842546.0,10883491.0
"Egypt, Arab Rep.",EGY,"Population of the official age for secondary education, both sexes (number)",SP.SEC.TOTL.IN,9971058.0,10302496.0,9573712.0,9658007.0
"Egypt, Arab Rep.",EGY,"Population of the official age for secondary education, male (number)",SP.SEC.TOTL.MA.IN,5111406.0,5282332.0,4906968.0,4957512.0
"Egypt, Arab Rep.",EGY,"Population of the official age for the last grade of primary education, both sexes (number)",SP.PRM.GRAD.TO,1757999.0,1620439.0,1564644.0,1740255.0
"Egypt, Arab Rep.",EGY,"Population of the official age for upper secondary education, both sexes (number)",SP.SEC.UTOT.IN,4773923.0,5250314.0,4850987.0,4688305.0
"Egypt, Arab Rep.",EGY,"Population of the official age for upper secondary education, female (number)",SP.SEC.UTOT.FE.IN,2328047.0,2558860.0,2365732.0,2285603.0
"Egypt, Arab Rep.",EGY,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3.0,3.0,3.0,3.0
"Egypt, Arab Rep.",EGY,Theoretical duration of pre-primary education (years),UIS.THDUR.0,2.0,2.0,2.0,2.0
El Salvador,SLV,Internet users (per 100 people),IT.NET.USER.P2,1.177397269,4.2,15.9,26.80260496
El Salvador,SLV,Official entrance age to pre-primary education (years),UIS.THAGE.0,4.0,4.0,4.0,4.0
El Salvador,SLV,Official entrance age to upper secondary education (years),UIS.THAGE.3.A.GPV,16.0,16.0,16.0,16.0
El Salvador,SLV,"Population of the official age for lower secondary education, both sexes (number)",SP.SEC.LTOT.IN,374142.0,401331.0,408767.0,368980.0
El Salvador,SLV,"Population of the official age for lower secondary education, female (number)",SP.SEC.LTOT.FE.IN,186434.0,198994.0,201785.0,181785.0
El Salvador,SLV,"Population of the official age for pre-primary education, both sexes (number)",SP.PRE.TOTL.IN,441747.0,406417.0,346400.0,318763.0
El Salvador,SLV,"Population of the official age for pre-primary education, female (number)",SP.PRE.TOTL.FE.IN,215957.0,198863.0,169559.0,155814.0
El Salvador,SLV,"Population of the official age for primary education, both sexes (number)",SP.PRM.TOTL.IN,833115.0,847643.0,777409.0,679062.0
El Salvador,SLV,"Population of the official age for secondary education, both sexes (number)",SP.SEC.TOTL.IN,719633.0,764879.0,801311.0,755359.0
El Salvador,SLV,"Population of the official age for secondary education, male (number)",SP.SEC.TOTL.MA.IN,358496.0,382544.0,402935.0,381085.0
El Salvador,SLV,"Population of the official age for the last grade of primary education, both sexes (number)",SP.PRM.GRAD.TO,131085.0,140608.0,137025.0,117616.0
El Salvador,SLV,"Population of the official age for upper secondary education, both sexes (number)",SP.SEC.UTOT.IN,345491.0,363548.0,392544.0,386379.0
El Salvador,SLV,"Population of the official age for upper secondary education, female (number)",SP.SEC.UTOT.FE.IN,174703.0,183341.0,196591.0,192489.0
El Salvador,SLV,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3.0,3.0,3.0,3.0
El Salvador,SLV,Theoretical duration of pre-primary education (years),UIS.THDUR.0,3.0,3.0,3.0,3.0
Equatorial Guinea,GNQ,Internet users (per 100 people),IT.NET.USER.P2,0.132354665,1.149789671,6.0,21.31999999
Equatorial Guinea,GNQ,Official entrance age to pre-primary education (years),UIS.THAGE.0,3.0,3.0,4.0,4.0
Equatorial Guinea,GNQ,Official entrance age to upper secondary education (years),UIS.THAGE.3.A.GPV,16.0,16.0,17.0,17.0
Equatorial Guinea,GNQ,"Population of the official age for lower secondary education, both sexes (number)",SP.SEC.LTOT.IN,43507.0,56310.0,61871.0,69018.0
Equatorial Guinea,GNQ,"Population of the official age for lower secondary education, female (number)",SP.SEC.LTOT.FE.IN,21734.0,28074.0,30809.0,34305.0
